ID,Meno,Priezvisko,Rodne_cislo,Miesto_narodenia,Stav_uctu,Stav
9126,Zuzana,Urbanova,605815/8138,Zvolen,35758,vydaty
9127,Radoslav,Novak,660401/1667,Martin,598101,slobodny
9128,Barbora,Vesela,555413/7765,Trnava,467441,vydaty
9129,Ondrej,Rusnak,850928/6410,Levice,732014,slobodny
9130,Barbora,Muskova,735506/4285,Nitra,928393,vydaty
9131,Marek,Novak,920903/5953,Presov,567853,slobodny
9132,Sandra,Vargova,965606/9980,Trnava,557880,vydaty
9133,Martin,Marko,631128/8138,Trnava,613163,slobodny
9134,Barbora,Kucerova,766008/5109,Tvrdosin,664555,vydaty
9135,Peter,Kubik,650926/5403,Bratislava,165947,slobodny
9136,Sandra,Cerna,666207/6048,Trencin,890111,vydaty
9137,Filip,Bednar,631212/2427,Bratislava,474197,slobodny
9138,Petra,Muskova,705904/9325,Levice,500979,vydaty
9139,Ondrej,Simek,850320/4042,Bardejov,458678,slobodny
9140,Jana,Dvorakova,846213/2442,Snina,605322,vydaty
9141,Marek,Rusnak,681009/6985,Levice,551657,slobodny
9142,Petra,Muskova,716024/3034,Presov,647351,vydaty
9143,Jan,Rusnak,730604/6225,Levice,742824,slobodny
9144,Simona,Vargova,665522/3060,Presov,680184,vydaty
9145,Ondrej,Fabian,580810/5829,Trencin,607873,slobodny
9146,Simona,Cerna,995924/9179,Nitra,64430,vydaty
9147,Filip,Novak,770604/4170,Trnava,165839,slobodny
9148,Zuzana,Novakova,645804/3791,Svidnik,671173,vydaty
9149,Marek,Dvorak,721010/3381,Poprad,522019,slobodny
9150,Petra,Rusnakova,755113/2216,Zilina,109626,vydaty
9151,Juraj,Horvath,970119/6941,Komarno,170912,slobodny
9152,Veronika,Bednarova,955310/4901,Trnava,142671,vydaty
9153,Radoslav,Urban,810510/6257,Snina,112215,slobodny
9154,Barbora,Predajnianska,736009/7945,Trnava,532931,vydaty
9155,Tomas,Muska,600223/3295,Komarno,712336,slobodny
9156,Barbora,Cerna,765316/1607,Snina,571023,vydaty
9157,Ondrej,Urban,820702/1629,Bardejov,838426,slobodny
9158,Veronika,Kubikova,665105/3817,Trencin,178044,vydaty
9159,Jan,Predajniansky,821102/8266,Komarno,250687,slobodny
9160,Katerina,Predajnianska,536116/3003,Martin,196336,vydaty
9161,Radoslav,Kubik,780717/2745,Svidnik,735516,slobodny
9162,Zuzana,Cerna,515706/4608,Kosice,631842,vydaty
9163,Ondrej,Predajniansky,621216/1888,Komarno,587954,slobodny
9164,Petra,Kucerova,945914/4017,Komarno,952832,vydaty
9165,Marek,Urban,550425/9158,Zvolen,941899,slobodny
9166,Zuzana,Markova,735907/2669,Svidnik,178380,vydaty
9167,Filip,Kucera,580425/6581,Tvrdosin,591687,slobodny
9168,Petra,Vesela,685910/5889,Presov,692171,vydaty
9169,Tomas,Cerny,931119/3657,Kosice,213875,slobodny
9170,Simona,Dvorakova,755406/1199,Kosice,472906,vydaty
9171,Martin,Urban,880915/1301,Zvolen,945903,slobodny
9172,Veronika,Predajnianska,745816/3539,Poprad,54810,vydaty
9173,Juraj,Marko,871213/9062,Poprad,555969,slobodny
9174,Ivana,Cerna,946001/7799,Poprad,772242,vydaty
9175,Filip,Varga,930311/3884,Komarno,754641,slobodny
9176,Katerina,Urbanova,655509/7719,Komarno,449620,vydaty
9177,Marek,Predajniansky,930909/3489,Zvolen,658059,slobodny
9178,Lucia,Vargova,986215/4835,Bratislava,45985,vydaty
9179,Filip,Kubik,621118/7862,Trnava,33613,slobodny
9180,Barbora,Cerna,745402/9479,Poprad,658517,vydaty
9181,Marek,Kucera,900825/6496,Zvolen,36841,slobodny
9182,Lucia,Urbanova,845601/8317,Kosice,955323,vydaty
9183,Richard,Bednar,660423/6793,Presov,10014,slobodny
9184,Barbora,Vesela,725113/3513,Tvrdosin,26389,vydaty
9185,Richard,Fabian,750823/1009,Zilina,141077,slobodny
9186,Zuzana,Dvorakova,856101/8571,Zvolen,237388,vydaty
9187,Tomas,Novak,541112/8287,Martin,22180,slobodny
9188,Simona,Kubikova,855326/6876,Levice,484384,vydaty
9189,Radoslav,Varga,910801/1649,Nitra,90258,slobodny
9190,Barbora,Dvorakova,765120/8389,Presov,87625,vydaty
9191,Jan,Marko,980125/9483,Bratislava,754788,slobodny
9192,Jana,Urbanova,745701/7231,Tvrdosin,574096,vydaty
9193,Tomas,Novak,820925/3971,Levice,770277,slobodny
9194,Simona,Novakova,515318/9562,Tvrdosin,536683,vydaty
9195,Peter,Predajniansky,730613/3562,Bratislava,915768,slobodny
9196,Katerina,Urbanova,806125/7681,Poprad,779446,vydaty
9197,Filip,Muska,881108/8494,Trnava,210480,slobodny
9198,Zuzana,Kubikova,515816/2640,Trnava,151570,vydaty
9199,Richard,Novak,990106/4673,Bratislava,762304,slobodny
9200,Simona,Dvorakova,645623/4195,Bratislava,197192,vydaty
9201,Ondrej,Urban,720516/1532,Bratislava,773557,slobodny
9202,Sandra,Cerna,975627/4628,Bardejov,43427,vydaty
9203,Martin,Kubik,620204/6423,Komarno,582029,slobodny
9204,Jana,Muskova,645319/1062,Senec,321703,vydaty
9205,Juraj,Rusnak,931026/9466,Nitra,84542,slobodny
9206,Veronika,Cerna,885714/9168,Komarno,410875,vydaty
9207,Ondrej,Predajniansky,540620/1595,Presov,530255,slobodny
9208,Petra,Horvathova,915720/2617,Martin,10406,vydaty
9209,Ondrej,Bednar,800205/4015,Nitra,789771,slobodny
9210,Ivana,Horvathova,956222/3752,Nitra,149368,vydaty
9211,Juraj,Varga,761002/7516,Poprad,258362,slobodny
9212,Petra,Novakova,625611/9884,Kosice,325994,vydaty
9213,Richard,Urban,750927/6458,Nitra,362632,slobodny
9214,Veronika,Simekova,636120/2383,Komarno,21606,vydaty
9215,Tomas,Rusnak,770217/6996,Zilina,919929,slobodny
9216,Sandra,Fabianova,755326/9117,Poprad,518254,vydaty
9217,Richard,Kubik,621109/2382,Nitra,458592,slobodny
9218,Ivana,Dvorakova,695705/9049,Komarno,782239,vydaty
9219,Radoslav,Simek,770607/4807,Levice,798697,slobodny
9220,Zuzana,Markova,595621/1314,Bratislava,875240,vydaty
9221,Radoslav,Horvath,510708/4346,Trnava,821876,slobodny
9222,Jana,Rusnakova,735817/1239,Zilina,738581,vydaty
9223,Filip,Muska,710214/6577,Poprad,706683,slobodny
9224,Zuzana,Kucerova,565605/4998,Tvrdosin,320954,vydaty
9225,Juraj,Predajniansky,720312/7756,Trnava,68795,slobodny
9226,Simona,Novakova,875520/3981,Bardejov,567569,vydaty
9227,Tomas,Vesely,980726/4773,Martin,140037,slobodny
9228,Zuzana,Fabianova,906017/2104,Poprad,63834,vydaty
9229,Tomas,Horvath,580813/1745,Svidnik,297085,slobodny
9230,Ivana,Fabianova,936012/4290,Bratislava,384805,vydaty
9231,Peter,Muska,761006/5147,Trnava,33838,slobodny
9232,Petra,Predajnianska,755603/8027,Svidnik,445763,vydaty
9233,Filip,Bednar,600224/1452,Nitra,298517,slobodny
9234,Sandra,Muskova,515925/3313,Presov,354969,vydaty
9235,Martin,Muska,930816/8472,Zilina,986412,slobodny
9236,Barbora,Fabianova,965905/1934,Tvrdosin,742746,vydaty
9237,Filip,Marko,961214/4471,Snina,162008,slobodny
9238,Veronika,Rusnakova,915522/8864,Snina,814956,vydaty
9239,Marek,Muska,871015/4317,Poprad,637342,slobodny
9240,Petra,Kubikova,695821/3326,Kosice,446112,vydaty
9241,Jan,Vesely,871011/8945,Levice,217635,slobodny
9242,Jana,Kubikova,695227/9689,Poprad,589402,vydaty
9243,Juraj,Urban,690722/7272,Humenne,481546,slobodny
9244,Simona,Simekova,915525/9384,Bratislava,142462,vydaty
9245,Marek,Horvath,970923/5739,Tvrdosin,477079,slobodny
9246,Katerina,Dvorakova,915611/9038,Senec,743664,vydaty
9247,Peter,Predajniansky,831003/4126,Komarno,788874,slobodny
9248,Ivana,Urbanova,635114/9800,Martin,60835,vydaty
9249,Radoslav,Bednar,860228/9778,Bardejov,115203,slobodny
9250,Ivana,Cerna,545108/5321,Trencin,787212,vydaty
9251,Jan,Vesely,880314/3908,Trnava,282399,slobodny
9252,Petra,Rusnakova,765526/5248,Bardejov,785547,vydaty
9253,Filip,Cerny,850927/9108,Senec,79577,slobodny
9254,Katerina,Predajnianska,905119/5144,Trencin,378084,vydaty
9255,Martin,Bednar,910810/7201,Levice,488907,slobodny
9256,Sandra,Dvorakova,825807/8448,Senec,983823,vydaty
9257,Jan,Horvath,740809/5638,Tvrdosin,532726,slobodny
9258,Simona,Simekova,795116/2144,Zilina,976106,vydaty
9259,Juraj,Predajniansky,670615/4668,Bardejov,24001,slobodny
9260,Veronika,Vesela,895721/7613,Snina,792176,vydaty
9261,Jan,Muska,921021/9595,Trnava,691379,slobodny
9262,Zuzana,Dvorakova,565207/3419,Svidnik,535981,vydaty
9263,Juraj,Muska,640210/7257,Zvolen,390452,slobodny
9264,Barbora,Simekova,765901/1385,Nitra,574779,vydaty
9265,Radoslav,Marko,580410/5991,Humenne,256036,slobodny
9266,Ivana,Vargova,656228/5788,Poprad,151037,vydaty
9267,Jan,Predajniansky,510525/6268,Zilina,684430,slobodny
9268,Zuzana,Dvorakova,795107/3246,Bratislava,842954,vydaty
9269,Richard,Cerny,800816/3421,Snina,468367,slobodny
9270,Ivana,Urbanova,676026/5149,Tvrdosin,978578,vydaty
9271,Ondrej,Fabian,531224/2128,Poprad,586690,slobodny
9272,Simona,Horvathova,745410/7160,Bardejov,354881,vydaty
9273,Juraj,Vesely,611015/3609,Bardejov,724026,slobodny
9274,Petra,Kucerova,665118/4992,Trencin,655889,vydaty
9275,Tomas,Novak,620214/5636,Zilina,374731,slobodny
9276,Lucia,Fabianova,795915/8309,Poprad,21479,vydaty
9277,Peter,Predajniansky,950316/7263,Levice,331202,slobodny
9278,Zuzana,Bednarova,905405/4437,Komarno,319116,vydaty
9279,Peter,Muska,531102/2440,Trencin,51742,slobodny
9280,Katerina,Fabianova,735828/1906,Zilina,305241,vydaty
9281,Martin,Predajniansky,781127/1641,Bratislava,917642,slobodny
9282,Veronika,Urbanova,615523/8000,Bratislava,287975,vydaty
9283,Tomas,Kubik,970716/6385,Tvrdosin,392123,slobodny
9284,Jana,Simekova,635204/9797,Presov,658000,vydaty
9285,Filip,Kucera,961208/1981,Presov,227655,slobodny
9286,Jana,Vesela,865510/4265,Humenne,630612,vydaty
9287,Radoslav,Predajniansky,740624/4055,Senec,729611,slobodny
9288,Zuzana,Vesela,615302/5394,Humenne,855263,vydaty
9289,Martin,Novak,810117/6540,Levice,368034,slobodny
9290,Simona,Predajnianska,815724/7120,Snina,184333,vydaty
9291,Tomas,Marko,691028/1272,Presov,467630,slobodny
9292,Lucia,Predajnianska,975803/7291,Nitra,783260,vydaty
9293,Ondrej,Muska,570425/3012,Snina,665548,slobodny
9294,Veronika,Muskova,746109/8986,Bratislava,58939,vydaty
9295,Richard,Marko,790623/3781,Trnava,247044,slobodny
9296,Katerina,Rusnakova,776007/7257,Poprad,818536,vydaty
9297,Martin,Bednar,690102/5853,Martin,467886,slobodny
9298,Lucia,Rusnakova,935309/5354,Trnava,135736,vydaty
9299,Juraj,Kubik,570228/4880,Zvolen,570685,slobodny
9300,Veronika,Bednarova,865321/5977,Trencin,386944,vydaty
9301,Peter,Kubik,561103/7980,Zvolen,26309,slobodny
9302,Simona,Bednarova,945710/6611,Senec,974003,vydaty
9303,Filip,Simek,751101/9476,Tvrdosin,239189,slobodny
9304,Lucia,Cerna,866117/8834,Humenne,589047,vydaty
9305,Ondrej,Dvorak,761118/6005,Martin,211839,slobodny
9306,Zuzana,Vesela,996103/7751,Levice,379374,vydaty
9307,Martin,Dvorak,731013/7122,Humenne,457700,slobodny
9308,Petra,Muskova,745315/9238,Komarno,268650,vydaty
9309,Jan,Fabian,920814/7561,Trencin,31094,slobodny
9310,Jana,Markova,955220/4266,Trencin,734576,vydaty
9311,Jan,Rusnak,840319/8824,Zilina,796577,slobodny
9312,Ivana,Bednarova,895602/2780,Levice,480815,vydaty
9313,Tomas,Rusnak,940708/3890,Senec,917194,slobodny
9314,Jana,Vesela,555620/5398,Humenne,890395,vydaty
9315,Tomas,Novak,820920/6402,Levice,84198,slobodny
9316,Petra,Predajnianska,695503/9723,Snina,315095,vydaty
9317,Filip,Predajniansky,560612/2144,Presov,160237,slobodny
9318,Petra,Muskova,735127/8721,Tvrdosin,985248,vydaty
9319,Ondrej,Rusnak,641214/3370,Svidnik,282911,slobodny
9320,Simona,Horvathova,975307/5792,Presov,206517,vydaty
9321,Marek,Kucera,540101/6004,Snina,633549,slobodny
9322,Zuzana,Kubikova,655122/1804,Bardejov,875473,vydaty
9323,Marek,Horvath,550419/6587,Bratislava,164724,slobodny
9324,Lucia,Urbanova,686003/6939,Levice,864357,vydaty
9325,Martin,Fabian,860422/1738,Poprad,14213,slobodny
9326,Barbora,Muskova,555924/8908,Tvrdosin,260284,vydaty
9327,Marek,Novak,701123/8851,Zilina,340492,slobodny
9328,Veronika,Fabianova,665222/5509,Zvolen,738137,vydaty
9329,Martin,Kubik,931105/5646,Senec,553345,slobodny
9330,Petra,Cerna,785416/2313,Zilina,788464,vydaty
9331,Marek,Varga,800213/1387,Nitra,490039,slobodny
9332,Petra,Vargova,645407/8415,Martin,265052,vydaty
9333,Marek,Muska,730818/3319,Poprad,957378,slobodny
9334,Katerina,Vesela,625203/6276,Svidnik,823576,vydaty
9335,Juraj,Rusnak,511218/6344,Zvolen,434684,slobodny
9336,Zuzana,Cerna,635514/4483,Zilina,106066,vydaty
9337,Radoslav,Simek,860527/7239,Bratislava,383717,slobodny
9338,Ivana,Kubikova,845602/1547,Poprad,21385,vydaty
9339,Juraj,Kubik,531221/5811,Senec,937291,slobodny
9340,Sandra,Kubikova,855112/1421,Snina,703993,vydaty
9341,Ondrej,Horvath,700903/1585,Trnava,964414,slobodny
9342,Ivana,Vesela,795427/3030,Presov,243607,vydaty
9343,Filip,Cerny,980101/9480,Tvrdosin,554031,slobodny
9344,Katerina,Markova,965926/4620,Kosice,95955,vydaty
9345,Jan,Horvath,510715/2568,Nitra,698954,slobodny
9346,Barbora,Rusnakova,875118/6638,Svidnik,911069,vydaty
9347,Marek,Novak,631003/9385,Bardejov,350263,slobodny
9348,Veronika,Novakova,876104/2531,Tvrdosin,156165,vydaty
9349,Peter,Varga,570801/7034,Senec,930047,slobodny
9350,Katerina,Vargova,795815/3668,Trencin,985352,vydaty
9351,Juraj,Muska,701207/6134,Humenne,279673,slobodny
9352,Simona,Markova,995602/1514,Kosice,222521,vydaty
9353,Peter,Muska,600402/4061,Bratislava,586702,slobodny
9354,Sandra,Vesela,845206/6770,Levice,311253,vydaty
9355,Radoslav,Novak,751109/1893,Nitra,487817,slobodny
9356,Jana,Predajnianska,905908/2701,Martin,81785,vydaty
9357,Juraj,Simek,590214/7890,Presov,571153,slobodny
9358,Veronika,Vargova,905617/4476,Trencin,459085,vydaty
9359,Jan,Bednar,731113/4554,Komarno,116737,slobodny
9360,Ivana,Predajnianska,516218/1955,Zvolen,261820,vydaty
9361,Martin,Marko,940512/7884,Humenne,848406,slobodny
9362,Lucia,Bednarova,655218/8421,Snina,130869,vydaty
9363,Filip,Horvath,980921/2456,Trencin,105162,slobodny
9364,Petra,Markova,965401/3643,Tvrdosin,107491,vydaty
9365,Tomas,Cerny,550110/4773,Tvrdosin,662889,slobodny
9366,Barbora,Kubikova,985211/9570,Zilina,969605,vydaty
9367,Juraj,Rusnak,610606/6319,Tvrdosin,169761,slobodny
9368,Lucia,Kubikova,735914/1938,Trencin,223728,vydaty
9369,Tomas,Rusnak,771210/4832,Senec,690005,slobodny
9370,Katerina,Muskova,565117/8235,Presov,406483,vydaty
9371,Jan,Rusnak,670824/3128,Martin,324012,slobodny
9372,Petra,Kubikova,695914/8571,Kosice,934266,vydaty
9373,Martin,Muska,930328/8252,Trnava,127868,slobodny
9374,Sandra,Rusnakova,935921/8418,Svidnik,441904,vydaty
9375,Peter,Marko,931123/4965,Svidnik,356210,slobodny
9376,Lucia,Vesela,995624/2224,Zvolen,680633,vydaty
9377,Richard,Novak,600110/4459,Martin,968063,slobodny
9378,Lucia,Markova,845617/2415,Snina,209945,vydaty
9379,Radoslav,Urban,901204/1723,Humenne,519487,slobodny
9380,Sandra,Horvathova,696108/6883,Poprad,607262,vydaty
9381,Ondrej,Rusnak,531120/7321,Presov,632292,slobodny
9382,Ivana,Vargova,635828/3702,Snina,868005,vydaty
9383,Jan,Novak,780609/2911,Zilina,198288,slobodny
9384,Jana,Bednarova,586007/1201,Levice,16592,vydaty
9385,Martin,Kucera,960522/1519,Trencin,836223,slobodny
9386,Jana,Predajnianska,875724/1695,Presov,826289,vydaty
9387,Radoslav,Simek,880815/2291,Humenne,408479,slobodny
9388,Katerina,Rusnakova,915617/2348,Nitra,902506,vydaty
9389,Richard,Bednar,850221/6783,Kosice,160486,slobodny
9390,Ivana,Urbanova,725426/2637,Martin,335702,vydaty
9391,Juraj,Cerny,860602/1086,Poprad,586825,slobodny
9392,Simona,Predajnianska,765721/3130,Senec,526173,vydaty
9393,Ondrej,Urban,590121/5730,Tvrdosin,332381,slobodny
9394,Jana,Markova,575325/7656,Trnava,310101,vydaty
9395,Jan,Bednar,960509/9864,Bardejov,200956,slobodny
9396,Lucia,Bednarova,636210/6037,Humenne,851995,vydaty
9397,Peter,Fabian,630814/3899,Trnava,662458,slobodny
9398,Zuzana,Simekova,845316/2582,Zilina,231937,vydaty
9399,Martin,Dvorak,900809/9368,Presov,633021,slobodny
9400,Veronika,Kucerova,865616/9132,Presov,339471,vydaty
9401,Marek,Vesely,820828/5451,Senec,240863,slobodny
9402,Barbora,Cerna,995808/1259,Trencin,31562,vydaty
9403,Juraj,Rusnak,800601/6249,Trencin,590670,slobodny
9404,Simona,Kubikova,595414/3414,Tvrdosin,638823,vydaty
9405,Juraj,Dvorak,691004/4365,Nitra,385887,slobodny
9406,Petra,Cerna,586214/8770,Martin,562337,vydaty
9407,Martin,Novak,990425/9534,Svidnik,281566,slobodny
9408,Simona,Kucerova,945508/6968,Snina,997619,vydaty
9409,Richard,Marko,910803/7128,Nitra,23836,slobodny
9410,Sandra,Markova,596221/1724,Humenne,476693,vydaty
9411,Juraj,Predajniansky,941022/6840,Svidnik,359841,slobodny
9412,Lucia,Bednarova,845927/2241,Senec,280544,vydaty
9413,Ondrej,Predajniansky,710317/7034,Tvrdosin,864623,slobodny
9414,Lucia,Bednarova,976119/5854,Bardejov,880541,vydaty
9415,Richard,Horvath,521226/5343,Martin,655908,slobodny
9416,Barbora,Fabianova,945801/8694,Bratislava,474917,vydaty
9417,Ondrej,Fabian,690410/3445,Bratislava,338760,slobodny
9418,Petra,Urbanova,645405/8297,Zilina,288772,vydaty
9419,Radoslav,Bednar,961206/3912,Presov,738244,slobodny
9420,Barbora,Rusnakova,695105/5235,Bratislava,130446,vydaty
9421,Marek,Vesely,650819/2302,Senec,557618,slobodny
9422,Jana,Cerna,775107/7072,Kosice,527942,vydaty
9423,Richard,Horvath,990323/6038,Svidnik,563664,slobodny
9424,Barbora,Fabianova,555609/5993,Humenne,551499,vydaty
9425,Jan,Horvath,971214/1951,Kosice,798362,slobodny
9426,Ivana,Urbanova,665423/7367,Martin,979296,vydaty
9427,Filip,Vesely,600405/1244,Trnava,759264,slobodny
9428,Sandra,Fabianova,865718/8819,Trnava,975126,vydaty
9429,Radoslav,Fabian,830518/7084,Presov,896588,slobodny
9430,Ivana,Muskova,585820/6887,Komarno,788509,vydaty
9431,Richard,Fabian,951203/4303,Zilina,259151,slobodny
9432,Ivana,Kucerova,875209/3519,Levice,364554,vydaty
9433,Juraj,Horvath,890314/2174,Trnava,323647,slobodny
9434,Petra,Simekova,596113/2030,Kosice,399907,vydaty
9435,Juraj,Kubik,920116/2740,Martin,496489,slobodny
9436,Zuzana,Kucerova,905118/7725,Humenne,18175,vydaty
9437,Peter,Predajniansky,600311/4827,Poprad,102326,slobodny
9438,Barbora,Bednarova,756212/7378,Poprad,813579,vydaty
9439,Jan,Marko,581224/7305,Tvrdosin,68791,slobodny
9440,Simona,Bednarova,595327/4415,Senec,155744,vydaty
9441,Peter,Kubik,670527/1249,Bratislava,861476,slobodny
9442,Petra,Bednarova,995118/6131,Zilina,626434,vydaty
9443,Tomas,Bednar,830420/3866,Trencin,569353,slobodny
9444,Katerina,Rusnakova,906024/6663,Humenne,761256,vydaty
9445,Radoslav,Horvath,840716/1782,Svidnik,46826,slobodny
9446,Barbora,Rusnakova,695226/4872,Svidnik,718393,vydaty
9447,Peter,Muska,800507/5648,Bardejov,477098,slobodny
9448,Barbora,Predajnianska,746011/5849,Trencin,491818,vydaty
9449,Radoslav,Novak,580111/4330,Svidnik,882409,slobodny
9450,Sandra,Novakova,605820/1370,Bratislava,228565,vydaty
9451,Tomas,Novak,830607/6236,Presov,630768,slobodny
9452,Simona,Dvorakova,675404/5020,Svidnik,504082,vydaty
9453,Jan,Dvorak,950723/1543,Trencin,656364,slobodny
9454,Barbora,Markova,985526/7925,Nitra,715966,vydaty
9455,Ondrej,Simek,970817/4423,Bratislava,925134,slobodny
9456,Katerina,Urbanova,535614/6597,Nitra,530499,vydaty
9457,Richard,Predajniansky,660615/1351,Zvolen,187526,slobodny
9458,Barbora,Rusnakova,695102/3906,Nitra,590842,vydaty
9459,Ondrej,Muska,551219/4450,Komarno,415015,slobodny
9460,Barbora,Fabianova,965221/1016,Bardejov,575525,vydaty
9461,Jan,Dvorak,811205/1357,Zvolen,287940,slobodny
9462,Ivana,Simekova,875511/4905,Poprad,763485,vydaty
9463,Filip,Muska,950719/7326,Svidnik,669295,slobodny
9464,Jana,Novakova,915827/2014,Senec,739292,vydaty
9465,Juraj,Rusnak,530502/3009,Svidnik,961037,slobodny
9466,Katerina,Bednarova,636011/5001,Senec,71948,vydaty
9467,Jan,Fabian,840702/4339,Senec,736897,slobodny
9468,Barbora,Novakova,875707/3548,Presov,268619,vydaty
9469,Jan,Fabian,821105/2488,Bardejov,593994,slobodny
9470,Petra,Novakova,815425/7678,Poprad,585853,vydaty
9471,Richard,Fabian,871116/4179,Tvrdosin,116194,slobodny
9472,Simona,Markova,865317/2095,Trnava,577326,vydaty
9473,Radoslav,Horvath,621206/1308,Presov,452862,slobodny
9474,Lucia,Fabianova,976101/6542,Trnava,523368,vydaty
9475,Tomas,Fabian,620418/2189,Zvolen,461183,slobodny
9476,Simona,Horvathova,705601/3413,Trnava,914584,vydaty
9477,Martin,Bednar,960625/6332,Zvolen,97685,slobodny
9478,Lucia,Dvorakova,625925/6344,Humenne,332052,vydaty
9479,Richard,Kucera,820516/4489,Svidnik,723972,slobodny
9480,Simona,Horvathova,605523/6082,Snina,329908,vydaty
9481,Marek,Kucera,840413/1847,Poprad,57964,slobodny
9482,Zuzana,Horvathova,575607/2635,Bratislava,256098,vydaty
9483,Richard,Muska,730607/5196,Poprad,291130,slobodny
9484,Barbora,Simekova,535720/3020,Presov,33431,vydaty
9485,Juraj,Marko,600614/4805,Humenne,229971,slobodny
9486,Jana,Muskova,795521/9875,Martin,803741,vydaty
9487,Marek,Vesely,791222/9680,Komarno,663161,slobodny
9488,Zuzana,Dvorakova,746117/7694,Bardejov,912551,vydaty
9489,Martin,Dvorak,940610/5755,Bardejov,425901,slobodny
9490,Lucia,Simekova,705915/2289,Bratislava,475349,vydaty
9491,Radoslav,Simek,850719/3644,Bardejov,452508,slobodny
9492,Jana,Bednarova,585616/3479,Snina,765283,vydaty
9493,Filip,Fabian,940304/5967,Svidnik,402461,slobodny
9494,Jana,Horvathova,605626/7696,Levice,81820,vydaty
9495,Martin,Vesely,570618/5100,Zvolen,715590,slobodny
9496,Barbora,Kubikova,566116/1917,Senec,670056,vydaty
9497,Richard,Fabian,911004/6534,Levice,386677,slobodny
9498,Sandra,Muskova,595522/4269,Bratislava,130589,vydaty
9499,Filip,Cerny,591004/6240,Poprad,217982,slobodny
9500,Katerina,Simekova,915720/1835,Levice,975079,vydaty
9501,Tomas,Muska,640209/7186,Martin,651705,slobodny
9502,Zuzana,Fabianova,655522/9974,Bardejov,649010,vydaty
9503,Ondrej,Cerny,920618/7684,Humenne,747131,slobodny
9504,Zuzana,Vesela,955221/8372,Komarno,399765,vydaty
9505,Tomas,Cerny,520823/1458,Bratislava,311743,slobodny
9506,Katerina,Kucerova,965409/9813,Martin,906152,vydaty
9507,Ondrej,Rusnak,611101/8039,Senec,355081,slobodny
9508,Sandra,Urbanova,525603/5329,Tvrdosin,216708,vydaty
9509,Richard,Urban,960311/8089,Zvolen,229931,slobodny
9510,Lucia,Vesela,545716/3428,Trencin,422323,vydaty
9511,Filip,Rusnak,781221/3067,Levice,728716,slobodny
9512,Jana,Horvathova,765626/9450,Senec,942791,vydaty
9513,Marek,Novak,550301/3412,Trnava,722077,slobodny
9514,Zuzana,Urbanova,606017/1109,Presov,544085,vydaty
9515,Peter,Vesely,890312/6707,Zilina,805993,slobodny
9516,Simona,Vesela,665328/4750,Levice,470166,vydaty
9517,Peter,Predajniansky,821007/5664,Martin,397298,slobodny
9518,Ivana,Markova,845628/2686,Humenne,144429,vydaty
9519,Marek,Marko,700305/9706,Svidnik,334261,slobodny
9520,Petra,Vargova,726103/9976,Svidnik,821473,vydaty
9521,Filip,Horvath,720108/8442,Poprad,195779,slobodny
9522,Jana,Horvathova,945304/9089,Zvolen,762021,vydaty
9523,Marek,Vesely,770328/9878,Snina,298888,slobodny
9524,Petra,Kubikova,655320/1416,Senec,11998,vydaty
9525,Martin,Simek,690714/6240,Levice,399600,slobodny
9526,Barbora,Cerna,955911/1953,Komarno,892846,vydaty
9527,Tomas,Dvorak,601010/2908,Trencin,351348,slobodny
9528,Katerina,Simekova,945408/8558,Presov,362466,vydaty
9529,Peter,Rusnak,840307/7619,Nitra,157974,slobodny
9530,Barbora,Horvathova,625205/3438,Trnava,715147,vydaty
9531,Jan,Vesely,550110/1737,Snina,934655,slobodny
9532,Simona,Simekova,516202/1873,Zvolen,383217,vydaty
9533,Jan,Varga,681208/1855,Bratislava,421439,slobodny
9534,Barbora,Predajnianska,965826/9705,Trencin,102748,vydaty
9535,Tomas,Vesely,740606/3980,Trencin,62311,slobodny
9536,Lucia,Kucerova,545115/2083,Zilina,351974,vydaty
9537,Tomas,Fabian,981101/9869,Kosice,549721,slobodny
9538,Zuzana,Urbanova,815617/7248,Presov,856762,vydaty
9539,Ondrej,Varga,630228/1697,Zvolen,943954,slobodny
9540,Zuzana,Muskova,765925/3056,Snina,197392,vydaty
9541,Radoslav,Varga,770923/4777,Poprad,99402,slobodny
9542,Ivana,Dvorakova,645803/5049,Kosice,37883,vydaty
9543,Richard,Simek,951217/3072,Tvrdosin,478140,slobodny
9544,Katerina,Novakova,795824/6178,Poprad,824611,vydaty
9545,Jan,Urban,840809/1992,Trnava,901560,slobodny
9546,Zuzana,Kucerova,965528/7259,Presov,956292,vydaty
9547,Richard,Marko,771024/6536,Kosice,637982,slobodny
9548,Lucia,Novakova,905923/3523,Senec,74629,vydaty
9549,Radoslav,Dvorak,910409/7213,Humenne,655971,slobodny
9550,Zuzana,Urbanova,696112/8240,Svidnik,716788,vydaty
9551,Filip,Muska,761014/3392,Bardejov,989745,slobodny
9552,Simona,Predajnianska,885121/8573,Tvrdosin,211569,vydaty
9553,Radoslav,Horvath,790519/6669,Senec,958518,slobodny
9554,Barbora,Kubikova,666213/3956,Kosice,790310,vydaty
9555,Marek,Marko,850213/9076,Nitra,895240,slobodny
9556,Lucia,Cerna,585306/4035,Snina,416032,vydaty
9557,Martin,Muska,680619/1688,Zvolen,580587,slobodny
9558,Petra,Vargova,965607/7934,Zilina,306961,vydaty
